종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"467930","IBKS제23호스팩","KOSDAQ","SPAC(소속부없음)","2170","0","0.00","2155","2170","2145","4404","9469550","9179100000","4230000"
"469480","IBKS제24호스팩","KOSDAQ","SPAC(소속부없음)","2190","-5","-0.23","2195","2195","2175","10949","23888575","9263700000","4230000"
"003560","IHQ","KOSPI",,"10760","0","0.00","0","0","0","0","0","62107613080","5772083"
"095340","ISC","KOSDAQ","우량기업부","46800","-1900","-3.90","48150","48350","46700","105672","4976438650","992022314400","21197058"
"175330","JB금융지주","KOSPI",,"14410","-80","-0.55","14610","14610","14130","208769","2993920840","2811148883180","195083198"
"950170","JTC","KOSDAQ","외국기업(소속부없음)","4240","-80","-1.85","4300","4375","4140","39626","166372220","219404515520","51746348"
"234080","JW생명과학","KOSPI",,"10980","-90","-0.81","11150","11150","10920","17384","190351970","173863402920","15834554"
"067290","JW신약","KOSDAQ","중견기업부","1518","-23","-1.49","1528","1550","1482","129607","194313487","77177400036","50841502"
"001060","JW중외제약","KOSPI",,"27000","-800","-2.88","27400","27850","26650","113200","3061762450","628720110000","23285930"
"001067","JW중외제약2우B","KOSPI",,"57700","300","0.52","56500","57700","56500","45","2587300","12115442100","209973"
"001065","JW중외제약우","KOSPI",,"31150","300","0.97","30450","31150","30050","450","13771200","10651773650","341951"
"096760","JW홀딩스","KOSPI",,"3020","-40","-1.31","3045","3060","3000","38742","117164580","223253324840","73924942"
"035900","JYP Ent.","KOSDAQ GLOBAL","우량기업부","44450","-1250","-2.74","45700","46100","44450","295499","13264270350","1579419269400","35532492"
"318000","KBG","KOSDAQ","벤처기업부","6040","-310","-4.88","6300","6470","5980","147203","901402900","52790946920","8740223"
"024840","KBI메탈","KOSDAQ","중견기업부","2670","-55","-2.02","2685","2735","2610","760600","2019192895","93207561330","34909199"
"105560","KB금융","KOSPI",,"83300","-1300","-1.54","84000","84400","82500","707380","59000290300","32780917635900","393528423"
"432320","KB스타리츠","KOSPI",,"4405","30","0.69","4375","4405","4335","65628","287620735","446729925425","101414285"
"024120","KB오토시스","KOSDAQ","중견기업부","3600","-90","-2.44","3630","3665","3600","19843","71795260","41400000000","11500000"
"455250","KB제25호스팩","KOSDAQ","SPAC(소속부없음)","2640","0","0.00","0","0","0","0","0","11365200000","4305000"
"458320","KB제26호스팩","KOSDAQ","SPAC(소속부없음)","2485","0","0.00","0","0","0","0","0","13679925000","5505000"
"464680","KB제27호스팩","KOSDAQ","SPAC(소속부없음)","1999","1","0.05","1999","2000","1985","6438","12850480","25797095000","12905000"
"476470","KB제28호스팩","KOSDAQ","SPAC(소속부없음)","2110","-20","-0.94","2100","2120","2100","1650","3467280","11615550000","5505000"
"478390","KB제29호스팩","KOSDAQ","SPAC(소속부없음)","2055","5","0.24","2050","2055","2045","16206","33205150","12782100000","6220000"
"002380","KCC","KOSPI",,"298500","-1500","-0.50","301500","308500","297500","33606","10177401000","2652611593500","8886471"
"021320","KCC건설","KOSDAQ","우량기업부","4410","-90","-2.00","4500","4500","4370","11286","49650820","94374000000","21400000"
"344820","KCC글라스","KOSPI",,"39750","-550","-1.36","40250","40300","39700","17600","701423400","634827852000","15970512"
"036670","KCI","KOSDAQ","우량기업부","7300","-80","-1.08","7300","7430","7190","10824","78548890","82271000000","11270000"
"009070","KCTC","KOSPI",,"5580","-220","-3.79","5760","6410","5500","9709859","58594656300","167400000000","30000000"
"009440","KC그린홀딩스","KOSPI",,"1086","250","29.90","1030","1086","986","1732411","1842156909","24364388280","22434980"
"112190","KC산업","KONEX","일반기업부","1389","-9","-0.64","1498","1498","1334","1499","2003486","9896976417","7125253"
"119650","KC코트렐","KOSPI",,"523","120","29.78","498","523","484","1347614","697369413","33299037101","63669287"
"044180","KD","KOSDAQ","투자주의환기종목(소속부없음)","472","20","4.42","448","472","436","202950","91181619","12610801128","26717799"
"092220","KEC","KOSPI",,"998","0","0.00","1001","1048","986","2177010","2194472677","200361614718","200763141"
"046440","KG모빌리언스","KOSDAQ","우량기업부","4390","-55","-1.24","4405","4440","4355","26144","114594745","170444243520","38825568"
"003620","KG모빌리티","KOSPI",,"5560","-120","-2.11","5730","5730","5540","375403","2094918810","1091787020320","196364572"
"016380","KG스틸","KOSPI",,"5790","-50","-0.86","5850","5890","5630","236235","1365284400","579051513630","100008897"
"151860","KG에코솔루션","KOSDAQ","우량기업부","5480","-90","-1.62","5510","5600","5410","98011","537464150","271824450960","49603002"
"035600","KG이니시스","KOSDAQ","우량기업부","9360","-160","-1.68","9540","9580","9330","116722","1097804550","261185502240","27904434"
"001390","KG케미칼","KOSPI",,"4050","-155","-3.69","4160","4215","4045","189494","774507620","277299612000","68469040"
"226360","KH 건설","KOSDAQ","투자주의환기종목(소속부없음)","2555","0","0.00","0","0","0","0","0","60698450260","23756732"
"111870","KH 미래물산","KOSDAQ","관리종목(소속부없음)","8910","0","0.00","0","0","0","0","0","43928518590","4930249"
"033180","KH 필룩스","KOSPI",,"6630","0","0.00","0","0","0","0","0","125330728770","18903579"
"060720","KH바텍","KOSDAQ","우량기업부","9900","-70","-0.70","9940","10070","9800","106625","1053999270","234406675800","23677442"
"015590","KIB플러그에너지","KOSPI",,"440","3","0.69","437","451","425","545420","235641029","104271879360","236981544"
"001940","KISCO홀딩스","KOSPI",,"18580","-360","-1.90","18670","18880","18560","3548","66114050","300557140400","16176380"
"058400","KNN","KOSDAQ","우량기업부","732","-28","-3.68","753","764","732","140919","104929386","96938555040","132429720"
"025000","KPX케미칼","KOSPI",,"46450","-750","-1.59","47250","47300","43950","6709","310546250","224818000000","4840000"
"092230","KPX홀딩스","KOSPI",,"55400","-500","-0.89","56400","56500","55400","1373","76632600","234045388400","4224646"
"000040","KR모터스","KOSPI",,"557","-5","-0.89","562","564","535","130437","71332764","33494007476","60132868"
"044450","KSS해운","KOSPI",,"8990","-80","-0.88","9100","9100","8940","38936","350659990","207542061200","23085880"
"101000","KS인더스트리","KOSDAQ","중견기업부","2295","60","2.68","2220","2330","2220","92942","211406660","69193375605","30149619"
"030200","KT","KOSPI",,"41200","0","0.00","41200","41800","40950","991964","41074791700","10383293422000","252021685"
"033780","KT&G","KOSPI",,"111400","2500","2.30","110000","113500","109200","720222","80577949700","14517926165800","130322497"
"058850","KTcs","KOSPI",,"2420","-85","-3.39","2500","2505","2400","323690","786941375","103297700000","42685000"
"058860","KTis","KOSPI",,"2440","-25","-1.01","2450","2460","2415","39368","95675620","84916880000","34802000"
"122450","KX","KOSDAQ","우량기업부","3635","-175","-4.59","3775","3830","3600","65581","239976390","164796229140","45335964"
"052900","KX하이텍","KOSDAQ","우량기업부","994","-13","-1.29","1003","1014","985","45857","45576287","54776871898","55107517"
"376190","LB루셈","KOSDAQ","중견기업부","4500","-20","-0.44","4430","4595","4430","10841","48748455","110700000000","24600000"
"061970","LB세미콘","KOSDAQ","우량기업부","4095","-170","-3.99","4220","4300","4085","150915","625383010","179297904240","43784592"
"309960","LB인베스트먼트","KOSDAQ","중견기업부","3800","-115","-2.94","3915","3915","3645","61123","230168005","88225508200","23217239"
"093050","LF","KOSPI",,"14190","0","0.00","14190","14220","14000","26654","376382880","414915600000","29240000"
"003550","LG","KOSPI",,"84600","-1200","-1.40","86000","86300","84600","130210","11108175300","13307664007800","157300993"
"034220","LG디스플레이","KOSPI",,"10690","0","0.00","10750","10890","10530","785030","8404797210","5345000000000","500000000"
"051900","LG생활건강","KOSPI",,"339000","-5000","-1.45","344000","344500","338500","39272","13381455500","5294568783000","15618197"
"051905","LG생활건강우","KOSPI",,"155500","-3800","-2.39","159600","165000","149800","2530","394237400","326502883500","2099697"
"373220","LG에너지솔루션","KOSPI",,"395000","-15000","-3.66","412000","412500","392500","419682","168861466500","92430000000000","234000000"
"003555","LG우","KOSPI",,"60800","0","0.00","61200","61500","60500","6854","418544400","183714496000","3021620"
"032640","LG유플러스","KOSPI",,"9890","0","0.00","9910","9930","9850","1041844","10312780570","4318086360290","436611361"
"011070","LG이노텍","KOSPI",,"231500","-7000","-2.94","240000","243000","229000","184530","43146865000","5478935270500","23667107"
"066570","LG전자","KOSPI",,"100800","-3300","-3.17","104400","104400","100800","655369","66819626300","16495699651200","163647814"
